original_title,year,genre,duration,country,language,imdb_score,worldwide_gross_income,tomatometer_rating
Listen Up Philip,2014,"Comedy, Drama",108,"USA, Greece","English, French",63.0,0.214344,82.0
Echoes of War,2015,"Drama, Thriller, Western",100,USA,English,54.0,0.007615,31.0
Tusk,2014,"Comedy, Drama, Horror",102,"Canada, USA",English,53.0,1.882074,45.0
Ghoul,2015,"Horror, Thriller",86,"Czech Republic, Ukraine",English,45.0,1.200097,25.0
The Masked Saint,2016,"Action, Biography, Crime",105,Canada,English,47.0,0.182695,14.0
Crazy Rich Asians,2018,"Comedy, Drama, Romance",120,USA,"English, Mandarin, Cantonese, Hokkien, French, Malay",69.0,238.538736,91.0
Believe Me,2014,"Comedy, Drama",93,USA,English,50.0,0.023419,40.0
Road Hard,2015,Comedy,98,USA,English,61.0,0.113169,50.0
Now You See Me 2,2016,"Action, Adventure, Comedy",129,"France, USA","English, Mandarin, Cantonese",65.0,334.897606,33.0
Nasty Baby,2015,Drama,101,"USA, Chile","English, Spanish",57.0,0.080772,68.0
Beyond the Lights,2014,"Drama, Music, Romance",116,USA,English,69.0,14.618727,84.0
Into the Ashes,2019,"Crime, Drama, Mystery",98,USA,English,54.0,0.009687,26.0
Scoob!,2020,"Animation, Adventure, Comedy",93,USA,English,57.0,18.5,48.0
Trainwreck,2015,"Comedy, Drama, Romance",125,"USA, Japan","English, Mandarin",62.0,140.795793,85.0
Partisan,2015,"Drama, Thriller",94,"Australia, USA",English,58.0,0.072151,58.0
Rock the Kasbah,2015,"Comedy, Music, War",106,USA,English,55.0,3.394174,7.0
Sleeping with Other People,2015,"Comedy, Drama, Romance",101,USA,English,65.0,3.224947,63.0
Mr. Holmes,2015,"Drama, Mystery",104,"UK, USA","English, Japanese, French",69.0,29.355203,88.0
Pride,2014,"Biography, Comedy, Drama",119,"UK, France, USA","English, Welsh",78.0,16.775629,91.0
Room,2015,"Drama, Thriller",118,"Canada, Ireland, UK, USA",English,81.0,35.401758,93.0
Undrafted,2016,"Comedy, Drama, Sport",90,USA,English,64.0,0.005777,25.0
"No Pay, Nudity",2016,"Comedy, Drama",92,USA,English,58.0,0.020017,71.0
Honeymoon,2014,"Horror, Mystery, Thriller",87,USA,English,57.0,0.024343,75.0
"Men, Women & Children",2014,"Comedy, Drama",119,USA,English,67.0,1.705908,34.0
Momentum,2015,"Action, Crime, Thriller",96,"South Africa, USA",English,55.0,0.789406,26.0
The Boy Next Door,2015,"Horror, Thriller",91,USA,English,47.0,52.425855,12.0
Bitter Harvest,2017,"Drama, History, Romance",103,"Canada, UK","English, Ukrainian",60.0,0.904399,15.0
Fantastic Beasts and Where to Find Them,2016,"Adventure, Family, Fantasy",132,"UK, USA","English, Khmer",73.0,814.038508,74.0
Insidious: Chapter 3,2015,"Horror, Mystery, Thriller",97,"Canada, UK, USA",English,61.0,112.983889,57.0
Extinction,2018,"Action, Drama, Sci-Fi",95,USA,English,58.0,1.451864,33.0
Reclaim,2014,"Action, Crime, Drama",96,"China, Malaysia, USA",English,52.0,0.129822,0.0
Bad Samaritan,2018,"Crime, Horror, Thriller",110,USA,English,64.0,4.623836,53.0
Trumbo,2015,"Biography, Drama",124,USA,English,75.0,11.430025,74.0
The Dinner,2017,"Crime, Drama, Thriller",120,USA,English,45.0,2.544921,46.0
Pulling Strings,2013,"Comedy, Romance",111,Mexico,"English, Spanish",60.0,13.725819,58.0
Slow West,2015,"Action, Adventure, Drama",84,"UK, New Zealand","English, French",69.0,1.295574,92.0
Black '47,2018,"Action, Drama",100,"Ireland, Luxembourg","English, Irish",68.0,2.073063,78.0
I Am Wrath,2016,"Action, Crime, Drama",92,USA,English,54.0,0.228631,11.0
Incarnate,2016,"Horror, Thriller",87,USA,English,53.0,9.037058,17.0
Risen,2016,"Action, Drama, History",107,USA,English,63.0,46.432579,53.0
Spare Parts,2015,Drama,114,"USA, Mexico","English, Spanish",73.0,3.701281,56.0
I'll See You in My Dreams,2015,"Comedy, Drama, Romance",92,USA,English,67.0,7.452512,93.0
Bleeding Heart,2015,Drama,80,USA,English,51.0,0.010815,43.0
Survivor,2015,"Action, Crime, Thriller",96,"USA, UK","English, Pushto, Mandarin",56.0,3.8391,8.0
The Bounce Back,2016,"Comedy, Romance",104,USA,English,51.0,0.421404,67.0
Loving Vincent,2017,"Animation, Biography, Crime",94,"Poland, UK, USA, Switzerland, Netherlands",English,78.0,42.187665,85.0
Sully,2016,"Biography, Drama",96,USA,English,74.0,240.797623,85.0
Any Day,2015,"Drama, Romance, Thriller",100,USA,English,50.0,0.007469,0.0
Crown Heights,2017,"Biography, Crime, Drama",94,USA,English,65.0,0.238558,77.0
Captive,2015,"Action, Crime, Drama",97,"USA, Mexico",English,54.0,2.801508,27.0
Heist,2015,"Action, Crime, Drama",93,USA,English,61.0,3.777046,29.0
Domino,2019,"Action, Crime, Thriller",89,"Denmark, France, Belgium, Italy, Netherlands, USA, UK","Arabic, French, English",44.0,0.317776,33.0
Land Ho!,2014,"Adventure, Comedy",95,"Iceland, USA",English,59.0,0.727594,82.0
Jenny's Wedding,2015,"Comedy, Drama, Romance",94,USA,English,55.0,0.042927,25.0
Welcome to Marwen,2018,"Biography, Comedy, Drama",116,"Japan, USA","English, German, French, Russian",62.0,13.061491,34.0
The Autopsy of Jane Doe,2016,"Horror, Mystery, Thriller",86,UK,English,68.0,6.170043,87.0
London Has Fallen,2016,"Action, Thriller",99,"UK, Bulgaria, USA","English, Italian, French, Japanese",59.0,205.754447,28.0
Hellions,2015,"Drama, Horror, Thriller",80,Canada,English,42.0,0.014485,27.0
Be Afraid,2017,"Horror, Sci-Fi, Thriller",99,USA,English,48.0,0.161172,17.0
Youth,2015,"Comedy, Drama, Music",124,"Italy, France, UK, Switzerland","English, Spanish, Swiss German",73.0,23.459358,72.0
Logan,2017,"Action, Drama, Sci-Fi",137,USA,"English, Spanish",81.0,619.021436,93.0
American Ultra,2015,"Action, Comedy",96,"USA, Switzerland","English, Mandarin",61.0,27.262374,43.0
Concussion,2015,"Biography, Drama, Sport",123,"UK, Australia, USA",English,71.0,48.623572,59.0
XX,2017,Horror,80,"Canada, USA, Mexico",English,45.0,0.055668,70.0
Annabelle,2014,"Horror, Mystery, Thriller",99,USA,English,54.0,257.047661,29.0
Pan,2015,"Adventure, Comedy, Family",111,"USA, UK, Australia",English,57.0,128.38832,27.0
Berlin Syndrome,2017,"Drama, Horror, Mystery",116,Australia,"English, German, Russian",63.0,0.397783,75.0
Entertainment,2015,Drama,103,USA,"English, Spanish",57.0,0.055506,83.0
Tolkien,2019,"Biography, Drama, Romance",112,USA,"English, Middle English, Old English, Latin, German",68.0,9.09004,51.0
Compadres,2016,"Action, Comedy, Crime",101,Mexico,English,48.0,7.353544,38.0
Max,2015,"Adventure, Drama, Family",111,USA,English,67.0,43.967255,38.0
Transformers: The Last Knight,2017,"Action, Adventure, Sci-Fi",154,"USA, China, Canada",English,52.0,605.425157,15.0
Legend,2015,"Biography, Crime, Drama",132,"UK, France, USA",English,69.0,42.972994,61.0
X-Men: Apocalypse,2016,"Action, Adventure, Sci-Fi",144,USA,"English, Polish, German, Arabic, Egyptian (Ancient)",69.0,543.934105,47.0
Scary Stories to Tell in the Dark,2019,"Adventure, Horror, Mystery",108,"USA, Canada, Hong Kong",English,62.0,104.545505,78.0
The Forest,2016,"Horror, Mystery, Thriller",93,USA,"English, Japanese",48.0,39.712,10.0
Sicario,2015,"Action, Crime, Drama",121,"USA, Mexico, Hong Kong","English, Spanish",76.0,84.872444,92.0
Harbinger Down,2015,"Horror, Sci-Fi",82,USA,English,45.0,0.061036,43.0
Fist Fight,2017,Comedy,91,USA,English,56.0,41.087017,24.0
Ferdinand,2017,"Animation, Adventure, Comedy",108,"USA, Spain","English, Spanish, German",67.0,296.069199,72.0
Ice Age: Collision Course,2016,"Animation, Adventure, Comedy",94,USA,English,57.0,408.579038,18.0
Lila & Eve,2015,"Crime, Drama, Mystery",94,USA,English,58.0,0.179807,40.0
Paul Blart: Mall Cop 2,2015,"Action, Comedy, Crime",94,USA,English,44.0,107.588225,5.0
War for the Planet of the Apes,2017,"Action, Adventure, Drama",140,"USA, Canada, New Zealand","English, American Sign Language",74.0,490.719763,94.0
High Strung,2016,"Drama, Music, Romance",96,"Romania, USA",English,64.0,2.093725,75.0
The Hateful Eight,2015,"Crime, Drama, Mystery",168,USA,"English, Spanish, French",78.0,155.76251,75.0
Unforgettable,2017,"Drama, Thriller",100,USA,"English, French",51.0,17.768012,28.0
Extinction,2015,"Drama, Horror, Sci-Fi",112,"Spain, USA, Hungary, France",English,59.0,2.350695,18.0
Despicable Me 3,2017,"Animation, Adventure, Comedy",89,USA,English,63.0,1034.799409,58.0
Sing,2016,"Animation, Comedy, Family",108,"Japan, USA","English, Japanese, Ukrainian",71.0,634.154922,72.0
Vice,2015,"Action, Adventure, Sci-Fi",96,USA,English,42.0,1.568954,4.0
Inconceivable,2017,Thriller,105,"UK, USA",English,52.0,0.259635,31.0
Mediterranea,2015,Drama,107,"Italy, France, USA, Germany, Qatar","French, Italian, English, Arabic",65.0,0.046392,90.0
The Nut Job 2: Nutty by Nature,2017,"Animation, Adventure, Comedy",91,Canada,English,54.0,68.743485,14.0
7 Chinese Brothers,2015,Comedy,76,"USA, Greece",English,56.0,0.02818,77.0
Captain America: Civil War,2016,"Action, Adventure, Sci-Fi",147,USA,"English, German, Xhosa, Russian, Romanian, Hindi",78.0,1153.33212,91.0
Race,2016,"Biography, Drama, Sport",134,"Canada, Germany, France","English, German",71.0,25.070261,62.0
Thor: Ragnarok,2017,"Action, Adventure, Comedy",130,USA,English,79.0,853.979142,93.0
The Whole Truth,2016,"Crime, Drama, Mystery",93,USA,English,62.0,1.667849,30.0
Housebound,2014,"Comedy, Horror, Mystery",107,New Zealand,English,68.0,0.241347,95.0
Close Range,2015,"Action, Crime, Thriller",80,USA,"English, Spanish",50.0,0.248978,86.0
Richard Jewell,2019,"Biography, Crime, Drama",131,USA,English,75.0,43.745542,77.0
Mine 9,2019,"Drama, Thriller",83,USA,English,68.0,0.226421,89.0
The Disaster Artist,2017,"Biography, Comedy, Drama",104,USA,English,74.0,29.820616,91.0
Moana,2016,"Animation, Adventure, Comedy",107,USA,English,76.0,643.3474,95.0
Mechanic: Resurrection,2016,"Action, Adventure, Thriller",98,"USA, France, Bulgaria, Germany","English, Portuguese, Thai, Bulgarian",57.0,125.729635,31.0
The Night Before,2015,"Comedy, Fantasy",101,USA,English,64.0,52.395996,68.0
Pilgrimage,2017,"Action, Drama, History",96,"Ireland, Belgium, USA","English, Irish, French, Latin",58.0,0.023689,69.0
Nerve,2016,"Adventure, Crime, Drama",96,USA,English,65.0,85.251425,67.0
American Made,2017,"Action, Biography, Comedy",115,"USA, Japan, Colombia","English, Spanish",72.0,134.866593,86.0
Don Verdean,2015,"Adventure, Comedy, Drama",90,USA,English,54.0,0.031309,29.0
Line of Duty,2019,"Action, Crime, Thriller",98,"UK, USA",English,53.0,0.638182,59.0
45 Years,2015,"Drama, Romance",91,UK,English,71.0,14.430249,97.0
Sing Street,2016,"Comedy, Drama, Music",106,"Ireland, UK","English, French, Latin",79.0,13.624522,95.0
Whiskey Tango Foxtrot,2016,"Biography, Comedy, Drama",112,USA,"English, Pushto, Dari, French",66.0,24.972139,68.0
Captain Fantastic,2016,"Comedy, Drama",118,USA,"English, Esperanto",79.0,23.123592,83.0
Girls Trip,2017,"Adventure, Comedy, Drama",122,"USA, Canada",English,62.0,140.552359,91.0
The Visit,2015,"Horror, Mystery, Thriller",94,USA,English,62.0,98.450062,68.0
Not Cool,2014,"Comedy, Drama, Romance",93,USA,English,41.0,0.036026,14.0
Blue Jay,2016,"Drama, Romance",80,USA,English,73.0,0.021626,91.0
Backtrace,2018,"Action, Crime, Drama",92,USA,English,37.0,0.490636,11.0
The Diabolical,2015,"Horror, Sci-Fi",86,USA,English,47.0,0.269458,40.0
Knock Knock,2015,"Drama, Thriller",99,"USA, Chile, Israel","English, Spanish",49.0,5.567103,37.0
Cars 3,2017,"Animation, Adventure, Comedy",102,USA,English,67.0,383.930656,70.0
Incredibles 2,2018,"Animation, Action, Adventure",118,USA,English,76.0,1242.805359,93.0
A Street Cat Named Bob,2016,"Biography, Drama, Family",103,UK,English,74.0,16.053043,77.0
In a Valley of Violence,2016,"Action, Western",104,USA,English,60.0,0.061797,77.0
The Grudge,2020,"Horror, Mystery",94,"USA, Canada",English,42.0,49.511319,20.0
Anguish,2015,"Drama, Horror",91,USA,English,45.0,0.04289,62.0
Paper Towns,2015,"Comedy, Drama, Mystery",109,USA,English,63.0,85.5123,58.0
Barbershop: The Next Cut,2016,"Comedy, Drama",111,USA,English,59.0,55.030051,90.0
The Girl on the Train,2016,"Crime, Drama, Mystery",112,"USA, India","English, Spanish",65.0,173.185859,44.0
Allied,2016,"Action, Drama, Romance",124,"UK, USA","English, French, German, Arabic",71.0,119.520023,60.0
I Smile Back,2015,Drama,85,USA,English,61.0,0.063373,50.0
Blood Father,2016,"Action, Crime, Drama",88,France,"English, Spanish",64.0,6.903033,89.0
Misconduct,2016,"Crime, Drama, Mystery",106,USA,English,53.0,2.049761,7.0
The Martian,2015,"Adventure, Drama, Sci-Fi",144,"UK, USA, Hungary, Jordan","English, Mandarin",80.0,630.16189,91.0
Bridge of Spies,2015,"Drama, History, Thriller",142,"Germany, India, USA","English, German, Russian",76.0,165.478348,90.0
Criminal Activities,2015,"Crime, Drama, Thriller",94,USA,English,58.0,0.171494,48.0
The Runner,2015,Drama,90,USA,English,47.0,0.093296,24.0
The BFG,2016,"Adventure, Family, Fantasy",117,"USA, India, UK",English,64.0,195.243411,74.0
The Other Side of the Door,2016,Horror,96,"UK, USA, India","English, Hindi, Sanskrit",53.0,14.332467,35.0
Christmas Eve,2015,Comedy,95,USA,English,50.0,0.164839,0.0
The Last Witness,2018,"History, Thriller",97,"UK, Poland",English,55.0,0.003058,33.0
The Hollars,2016,"Comedy, Drama, Romance",88,USA,English,65.0,1.138609,47.0
Irrational Man,2015,"Comedy, Drama, Romance",95,USA,English,66.0,27.391084,47.0
Elle,2016,"Crime, Drama, Thriller",130,"France, Germany, Belgium",French,71.0,12.748594,91.0
After the Ball,2015,Comedy,101,Canada,"English, French, Italian",59.0,0.234417,27.0
Hunter Gatherer,2016,Drama,90,USA,English,62.0,0.019462,96.0
England Is Mine,2017,"Biography, Drama, Music",94,UK,English,58.0,0.366802,52.0
American Honey,2016,"Drama, Romance",163,"UK, USA",English,70.0,2.290649,79.0
Gringo,2018,"Action, Comedy, Crime",111,"Australia, USA, Mexico","English, Spanish, French, Yoruba",61.0,11.001627,40.0
Experimenter,2015,"Biography, Drama, History",98,USA,English,66.0,0.224145,85.0
The Disappearance of Eleanor Rigby: Them,2014,"Drama, Romance",123,USA,"English, French",63.0,1.448076,66.0
Kong: Skull Island,2017,"Action, Adventure, Fantasy",118,"USA, China","English, Vietnamese",66.0,566.652812,75.0
The Trust,2016,"Crime, Drama, Thriller",92,USA,"English, German",54.0,0.32165,63.0
Freetown,2015,"Action, Drama, Thriller",113,"USA, Ghana",English,47.0,0.401328,50.0
Godzilla: King of the Monsters,2019,"Action, Adventure, Fantasy",132,"USA, Japan, China, Canada","English, Japanese, Chinese, Spanish",60.0,386.600138,43.0
Lion,2016,"Biography, Drama",118,"UK, Australia, USA","English, Hindi, Bengali",80.0,140.312928,84.0
A Score to Settle,2019,"Action, Crime, Drama",103,"Canada, USA","English, Spanish, Italian",46.0,0.171216,15.0
Jungle,2017,"Action, Adventure, Biography",115,"Australia, Colombia, UK","English, Spanish, German",67.0,1.90664,60.0
The Hippopotamus,2017,Comedy,89,UK,English,64.0,0.273588,57.0
My Big Fat Greek Wedding 2,2016,"Comedy, Romance",94,"USA, Canada","English, Greek",60.0,90.632641,27.0
Snowden,2016,"Biography, Crime, Drama",134,"UK, France, Germany, USA","English, American Sign Language, Russian",73.0,37.357216,61.0
Ashby,2015,"Comedy, Crime, Drama",100,USA,English,64.0,0.122919,52.0
Love,2015,"Drama, Romance",135,"France, Belgium","English, French",61.0,0.861057,39.0
Operation Avalanche,2016,"Drama, Mystery, Thriller",94,"Canada, USA",English,61.0,0.031585,69.0
Solo: A Star Wars Story,2018,"Action, Adventure, Sci-Fi",135,USA,English,69.0,392.924807,70.0
La La Land,2016,"Comedy, Drama, Music",128,"USA, Hong Kong",English,80.0,446.486384,91.0
We Are Your Friends,2015,"Drama, Music, Romance",96,"UK, France, USA",English,62.0,11.12209,38.0
Sonic the Hedgehog,2020,"Action, Adventure, Comedy",99,"USA, Japan, Canada","English, French",65.0,306.76647,63.0
The Choice,2016,"Drama, Romance",111,USA,English,66.0,23.079932,11.0
The Nice Guys,2016,"Action, Comedy, Crime",116,USA,"English, German",74.0,62.788218,92.0
Clowntergeist,2017,"Crime, Horror, Thriller",80,USA,English,30.0,0.054209,17.0
Cop Car,2015,"Crime, Thriller",88,USA,English,63.0,0.143658,80.0
Results,2015,"Comedy, Romance",105,USA,"English, Japanese",54.0,0.104507,84.0
Tangerine,2015,"Comedy, Crime, Drama",88,USA,"English, Armenian",71.0,0.828874,96.0
The Hollow,2016,"Crime, Drama, Mystery",128,USA,English,55.0,0.003755,40.0
The Predator,2018,"Action, Adventure, Sci-Fi",107,"USA, Canada","English, Spanish",53.0,160.542134,32.0
Only the Brave,2017,"Action, Biography, Drama",134,USA,English,76.0,26.351322,87.0
Cabin Fever,2016,"Horror, Sci-Fi, Thriller",99,USA,English,37.0,0.114835,0.0
War Room,2015,Drama,120,USA,English,65.0,73.256266,34.0
The Outpost,2020,"Action, Drama, History",123,"USA, Bulgaria",English,67.0,1.049275,92.0
31,2016,"Horror, Thriller",102,"UK, USA","English, Spanish, German",51.0,0.850419,47.0
Yoga Hosers,2016,"Action, Comedy, Fantasy",88,USA,"English, French, German",43.0,0.036585,23.0
The Overnight,2015,"Comedy, Mystery",79,USA,"English, French",61.0,1.110522,83.0
Dope,2015,"Comedy, Crime, Drama",103,USA,"English, Spanish",72.0,17.986781,89.0
Krampus,2015,"Comedy, Drama, Fantasy",98,USA,"English, German",61.0,61.548707,66.0
Truth,2015,"Biography, Drama, History",125,"Australia, USA",English,68.0,5.383097,63.0
Dumbo,2019,"Adventure, Family, Fantasy",112,"USA, UK, Australia, Canada","English, French",63.0,353.284621,46.0
The Perfect Guy,2015,"Crime, Drama, Horror",100,USA,English,56.0,60.273173,18.0
The Boss Baby,2017,"Animation, Adventure, Comedy",97,USA,"English, Spanish",63.0,527.965936,53.0
Stronger,2017,"Biography, Drama",119,USA,English,69.0,8.503658,90.0
The Boy,2016,"Horror, Mystery, Thriller",97,"USA, Canada, China",English,60.0,74.13618,30.0
Baby Driver,2017,"Action, Crime, Drama",113,"UK, USA","English, American Sign Language",76.0,226.945087,92.0
Leave No Trace,2018,Drama,109,"USA, Canada",English,72.0,7.682928,100.0
Guardians of the Galaxy Vol. 2,2017,"Action, Adventure, Comedy",136,USA,English,76.0,863.756051,85.0
The Breadwinner,2017,"Animation, Drama, Family",94,"Ireland, Canada, Luxembourg, USA, UK, Philippines, India",English,77.0,2.790214,95.0
Vigilante Diaries,2016,"Action, Crime, Thriller",107,USA,"English, French",55.0,0.176777,14.0
The Love Witch,2016,"Comedy, Horror, Romance",120,USA,English,62.0,0.246218,95.0
Gun Shy,2017,"Action, Adventure, Comedy",92,UK,English,41.0,0.00248,0.0
The Space Between Us,2017,"Drama, Romance, Sci-Fi",120,USA,English,64.0,16.080475,16.0
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"Action, Adventure, Comedy",112,"USA, Hong Kong, China, Canada, Denmark, Germany, UK",English,60.0,245.623848,37.0
American Dresser,2018,Adventure,97,USA,English,52.0,0.003895,0.0
Equity,2016,Drama,100,USA,English,55.0,1.672306,82.0
Popstar: Never Stop Never Stopping,2016,"Comedy, Music",87,"USA, China",English,67.0,9.680029,79.0
Marauders,2016,"Action, Crime, Thriller",107,"Canada, USA",English,55.0,1.616004,20.0
Mustang,2015,Drama,97,"Turkey, France, Germany, Qatar",Turkish,76.0,5.274664,97.0
Okja,2017,"Action, Adventure, Drama",120,"South Korea, USA","English, Korean, Spanish",73.0,2.049823,86.0
The Monster,2016,"Drama, Fantasy, Horror",91,Canada,English,54.0,0.0747,81.0
The 9th Life of Louis Drax,2016,"Mystery, Thriller",108,Canada,English,63.0,0.584723,38.0
Queen of Earth,2015,"Drama, Thriller",90,"USA, Greece",English,63.0,0.095183,93.0
Brother Nature,2016,Comedy,97,USA,English,48.0,0.014218,57.0
The House That Jack Built,2018,"Crime, Drama, Horror",152,"Denmark, France, Sweden, Germany, Belgium, Tunisia","English, German, Italian",68.0,3.126916,59.0
Exposed,2016,"Crime, Drama, Mystery",102,USA,"English, Spanish",43.0,0.269915,8.0
The Bye Bye Man,2017,"Drama, Fantasy, Horror",96,"USA, China",English,42.0,29.87428,19.0
Manchester by the Sea,2016,Drama,137,USA,English,78.0,78.988148,96.0
Swiss Army Man,2016,"Comedy, Drama, Fantasy",97,"USA, Sweden",English,70.0,4.935501,71.0
